OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y,temperature,wind_speed,water_flow,cloud_cover,estimated_output
2545,H0121,Cresta,0,Pacific Gas & Electric (PG&E),Butte,70.0,"Unit 541, Unit 542",WAT,11/23/1949 0:00,0.0,-121.4097817,39.82591112,0.06,3.61,0.0,48,0.0
2546,H0395,Poe,0,Pacific Gas & Electric (PG&E),Butte,120.0,"Unit 548, Unit 549",WAT,10/26/1958 0:00,0.0,-121.4697486,39.72284307,1.11,3.14,0.0,19,0.0
2547,H0209,Graeagle,0,Northern California Power Agency,Plumas,0.44,1,WAT,12/28/1981 0:00,0.0,-120.6328788,39.75484573,-4.64,0.81,0.0,100,0.0
2549,S9313,Pristine Sun Fund 5 LLC_(2040_Alvares),0,Not Available,Tehama,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-122.1731008,39.94942142,4.13,3.2,0.0,3,0.26063415
2550,S9315,Pristine Sun Fund 5 LLC_(2039_Flournoy),0,Not Available,Tehama,1.0,Unit 1,SUN,12/31/2013 0:00,0.0,-122.1731908,39.94734973,4.11,3.2,0.0,3,0.1737367
2551,S9317,Pristine Sun Fund 5 LLC_(2020_Rolf),0,Not Available,Tehama,0.5,Unit 1,SUN,12/31/2013 0:00,0.0,-122.1739188,39.93669157,4.11,3.17,0.0,3,0.08686835
2552,H0130,DeSabla,0,Pacific Gas & Electric (PG&E),Butte,18.5,Unit 543,WAT,2/28/1963 0:00,0.0,-121.6321934,39.8708089,-0.26,2.39,0.0,17,0.0
2553,H0192,Forks of Butte Hydro Project,0,Hypower Inc,Butte,13.3,GEN 1,WAT,3/1/1992 0:00,0.0,-121.6317971,39.86918366,-0.26,2.39,0.0,17,0.0
2554,H0518,Toadtown,0,Pacific Gas & Electric (PG&E),Butte,1.8,1,WAT,4/1/1986 0:00,0.0,-121.5933618,39.89346163,-3.07,2.88,0.0,33,0.0
2555,H0023,Belden,0,Pacific Gas & Electric (PG&E),Plumas,117.9,Unit 552,WAT,9/14/1969 0:00,0.0,-121.2494064,40.00751132,-1.55,2.09,0.0,58,0.0
2556,H0052,Bucks Creek,0,Pacific Gas & Electric (PG&E),Plumas,58.0,"Unit 530, Unit 531",WAT,3/4/1928 0:00,0.0,-121.3277172,39.91056394,-1.49,3.27,0.0,61,0.0
2557,H0213,Grizzly,0,Silicon Valley Power,Plumas,21.0,1,WAT,11/1/1993 0:00,0.0,-121.2792873,39.8892311,-3.43,3.31,0.0,72,0.0
2558,H0417,Rock Creek,0,Pacific Gas & Electric (PG&E),Plumas,112.0,"Unit 550, Unit 551",WAT,3/1/1950 0:00,0.0,-121.3453435,39.90517451,-1.49,3.27,0.0,61,0.0
2561,H0428,Kekawaka,0,Kaweah River Power Authority,Trinity,5.0,KEK1,WAT,12/1/1989 0:00,0.0,-123.509046,40.09411993,4.1,1.39,0.0,100,0.0
2562,H0512,Three Forks Water Power Project,0,Norman Ross Burgess,Trinity,1.3,Unit 1,WAT,12/28/1984 0:00,0.0,-123.5231383,40.19983788,2.44,1.71,0.0,99,0.0
2563,S9316,Pristine Sun Fund 5 LLC_(2158_Stroing),0,Not Available,Tehama,0.75,Unit 1,SUN,12/31/2013 0:00,0.0,-122.3314487,40.18266361,3.83,4.12,0.0,0,0.13412250000000003
2565,S9314,Pristine Sun Fund 5 LLC_(2119_Lvvorn),0,Not Available,Tehama,1.0,Unit 1,SUN,12/31/2013 0:00,0.0,-122.2574324,40.1777337,4.0,4.12,0.0,0,0.17900000000000002
2566,S9318,Pristine Sun Fund 5 LLC_(2065_Rogers),0,Not Available,Tehama,0.5,Unit 1,SUN,12/31/2013 0:00,0.0,-122.1863971,40.06731993,4.14,4.12,0.0,0,0.08957
2567,S9319,Pristine Sun Fund 5 LLC_(2041_Alvares),0,Not Available,Tehama,0.25,Unit 1,SUN,12/31/2013 0:00,0.0,-122.2252121,40.11698761,4.08,4.12,0.0,0,0.044770000000000004
2568,S9084,Wal-Mart,0,Not Available,Tehama,1.0,1,SUN,1/1/2012 0:00,0.0,-122.1250701,40.10077249,4.22,4.12,0.0,0,0.17922000000000002
2569,S9089,Charles R. Crain Jr.,0,Not Available,Tehama,1.0,1,SUN,1/1/2012 0:00,0.0,-122.1252417,40.10134773,4.22,4.12,0.0,0,0.17922000000000002
2570,W0400,Wal-Mart Red Bluff,0,Foundation Windpower,Tehama,1.0,WPRS 1,WND,9/1/2012 0:00,0.0,-122.194218,40.11136082,4.12,4.12,0.0,0,1.0
2571,S0707,SPI - Red Bluff,0,Sierra Pacific Industries Inc,Tehama,8.4,Unit 1,SUN,5/1/2020 0:00,0.0,-122.194087,40.12155037,4.11,4.12,0.0,0,1.504524
2572,H0057,Butt Valley,0,Pacific Gas & Electric (PG&E),Plumas,40.0,Unit 532,WAT,12/31/1958 0:00,0.0,-121.1906669,40.17568026,-5.42,1.56,0.0,63,0.0
2573,H0087,Caribou #1,0,Pacific Gas & Electric (PG&E),Plumas,73.8,"Unit 533, Unit 534, Unit 535",WAT,5/6/1921 0:00,0.0,-121.1482277,40.08547077,-3.38,1.45,0.0,75,0.0
2574,H0088,Caribou #2,0,Pacific Gas & Electric (PG&E),Plumas,120.0,"Unit 536, Unit 537",WAT,11/9/1958 0:00,0.0,-121.1493924,40.0860303,-3.38,1.45,0.0,75,0.0
2575,H0364,Oak Flat,0,Pacific Gas & Electric (PG&E),Plumas,1.4,1,WAT,11/1/1985 0:00,0.0,-121.1614052,40.07533144,-5.14,1.62,0.0,64,0.0
2576,S0697,PSREC/SIAD Solar,0,Plumas Sierra Rural Electric Cooperative,Lassen,2.5,Unit 1,SUN,9/20/2018 0:00,0.0,-120.127435,40.14854032,-0.66,3.23,0.0,100,0.0
2577,H0241,Gosselin Hydroelectric Plant,0,Humboldt Bay Municipal Water District,Trinity,2.0,"GEN 1, GEN 2",WAT,6/1/1983 0:00,0.0,-123.4344868,40.36976338,-1.36,1.86,0.0,100,0.0
2578,S9312,Pristine Sun Fund 5 LLC_(2021_Doran),0,Not Available,Tehama,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-122.2738976,40.3681032,0.96,0.0,0.0,20,0.21115200000000006
2579,H0106,Coleman,0,Pacific Gas & Electric (PG&E),Shasta,13.0,Unit 526,WAT,6/19/1979 0:00,0.0,-122.121894,40.4046245,0.69,0.0,0.0,20,0.0
2580,H0244,Inskip,0,Pacific Gas & Electric (PG&E),Tehama,7.65,1,WAT,10/1/1979 0:00,0.0,-121.9654721,40.40098437,-0.87,2.44,0.0,3,0.0
2581,H0486,South,0,Pacific Gas & Electric (PG&E),Tehama,6.75,1,WAT,12/1/1979 0:00,0.0,-121.8790236,40.39532956,1.62,3.1,0.0,2,0.0
2583,H0218,Hamilton Branch,0,Pacific Gas & Electric (PG&E),Plumas,5.39,"1, 2",WAT,8/1/1921 0:00,0.0,-121.0894449,40.26870819,-3.7,1.98,0.0,84,0.0
2588,H0547,Baker Station Hydro,0,Not Available,Humboldt,1.5,Unit 1,WAT,12/10/1987 0:00,0.0,-123.7255401,40.52643725,1.87,1.49,0.0,100,0.0
2589,S9302,Pristine Sun Fund 5 LLC_(2113_Fritzjarrell),0,Not Available,Shasta,1.0,Unit 1,SUN,12/31/2013 0:00,0.0,-122.453075,40.47544655,0.66,0.0,0.0,20,0.14052800000000001
2596,H0118,Cow Creek,0,Pacific Gas & Electric (PG&E),Shasta,1.44,"1, 2",WAT,1/1/1907 0:00,0.0,-122.0209655,40.57081167,0.54,2.06,0.0,5,0.0
2597,H0507,Bear Creek,0,Central Rivers Power,Shasta,3.2,GEN1,WAT,1/1/1990 0:00,0.0,-121.9591581,40.53442767,-2.11,2.66,0.0,4,0.0
2598,H0237,Ponderosa Bailey Creek,0,Snow Mountain Hydro LLC,Shasta,1.1,GEN1,WAT,2/25/1990 0:00,0.0,-121.8427336,40.45794852,0.41,3.53,0.0,2,0.0
2599,H0545,Volta #1,0,Pacific Gas & Electric (PG&E),Shasta,8.55,1,WAT,4/1/1980 0:00,0.0,-121.8670221,40.4590657,0.65,3.22,0.0,2,0.0
2600,H0546,Volta #2,0,Pacific Gas & Electric (PG&E),Shasta,1.0,931,WAT,10/30/1981 0:00,0.0,-121.8621435,40.45192439,0.41,3.53,0.0,2,0.0
2604,H0037,Big Creek Water Works,0,Big Creek Water Works Ltd,Trinity,5.0,BCHY,WAT,1/1/1987 0:00,0.0,-123.4980477,40.6467215,-0.8,1.21,0.0,99,0.0
2605,H0286,Lewiston,0,United States Bureau of Reclamation,Trinity,0.35,1,WAT,2/1/1964 0:00,0.0,-122.7937892,40.72543616,-1.07,0.0,0.0,0,0.0
2606,H0257,Judge F Carr,0,United States Bureau of Reclamation,Shasta,154.4,"UNIT 1, UNIT 2",WAT,5/1/1963 0:00,0.0,-122.6269192,40.64692438,0.63,2.49,0.0,16,0.0
2607,H0564,Whiskeytown,0,City of Redding Electric Utility,Shasta,3.5,1,WAT,1/1/1985 0:00,0.0,-122.5386848,40.59762235,0.96,2.37,0.0,11,0.0
2608,H0270,Keswick,0,United States Bureau of Reclamation,Shasta,117.0,"UNIT 1, UNIT 2, UNIT 3",WAT,3/1/1950 0:00,0.0,-122.4463715,40.61192356,1.9,0.0,0.0,20,0.0
2609,H0475,Shasta,0,United States Bureau of Reclamation,Shasta,714.0,"UNIT 1, UNIT 2, UNIT 3, UNIT 4, UNIT 5, UNIT S1, UNIT S2",WAT,4/1/1949 0:00,0.0,-122.4220486,40.71744995,1.86,2.89,0.0,12,0.0
2610,H0493,Spring Creek,0,United States Bureau of Reclamation,Shasta,180.0,"UNIT 1, UNIT 2",WAT,1/1/1964 0:00,0.0,-122.4675052,40.62809296,1.71,0.0,0.0,20,0.0
2611,S9002,Shasta College,0,Not Available,Shasta,1.0,1,SUN,1/1/2012 0:00,0.0,-122.3197133,40.63230107,1.83,0.0,0.0,20,0.141464
2612,H0271,Kilarc,0,Pacific Gas & Electric (PG&E),Shasta,3.0,"1, 2",WAT,6/1/1904 0:00,0.0,-121.873215,40.67792752,-1.03,3.33,0.0,9,0.0
2613,H0371,Olsen,0,Synergics Energy Services LLC,Shasta,5.0,GEN1,WAT,12/1/1989 0:00,0.0,-121.8907079,40.67054581,-1.03,3.33,0.0,9,0.0
2614,H0238,Lost Creek 1,0,Snow Mountain Hydro LLC,Shasta,1.1,GEN1,WAT,10/9/1989 0:00,0.0,-121.4145413,40.75760315,-2.83,2.17,0.0,43,0.0
2619,H0520,Trinity,0,United States Bureau of Reclamation,Trinity,140.0,"UNIT 1, UNIT 2",WAT,2/1/1964 0:00,0.0,-122.7625962,40.79730223,-0.89,0.0,0.0,0,0.0
2620,H0168,Montgomery Creek Hydro,0,Central Rivers Power,Shasta,2.6,1,WAT,1/1/1987 0:00,0.0,-121.9564586,40.84675971,0.76,2.82,0.0,25,0.0
2621,H0236,Cove Hydroelectric,0,Snow Mountain Hydro LLC,Shasta,5.0,GEN 1,WAT,2/20/1990 0:00,0.0,-121.9487985,40.87141022,1.57,2.77,0.0,29,0.0
2622,H0322,Roaring Creek,0,Hydrodynamics,Shasta,2.0,UNIT 1,WAT,1/1/1987 0:00,0.0,-121.948353,40.8820218,1.57,2.77,0.0,29,0.0
2623,H0392,Pit #6,0,Pacific Gas & Electric (PG&E),Shasta,80.0,"Unit 522, Unit 523",WAT,8/14/1965 0:00,0.0,-121.9928613,40.9225932,-0.52,2.68,0.0,36,0.0
2624,H0393,Pit #7,0,Pacific Gas & Electric (PG&E),Shasta,112.0,"Unit 524, Unit 525",WAT,9/10/1965 0:00,0.0,-121.9906882,40.84740953,0.07,2.79,0.0,25,0.0
2625,H0321,Hatchet Creek Project,0,Hydrodynamics,Shasta,7.0,UNIT 1,WAT,1/1/1987 0:00,0.0,-121.9203795,40.87415452,-0.11,2.78,0.0,28,0.0
2626,W0369,"Hatchet Ridge Wind, LLC",0,Hatchet Ridge Wind LLC,Shasta,101.2,WPRS 1,WND,11/19/2010 0:00,0.0,-121.8137584,40.90903515,-6.01,2.49,0.0,27,3.782371005000001
2627,H0240,Burney Creek,0,Snow Mountain Hydro LLC,Shasta,3.0,GEN1,WAT,3/28/1990 0:00,0.0,-121.7225087,40.85796816,-2.06,2.26,0.0,20,0.0
2631,H0221,Hat Creek #1,0,Pacific Gas & Electric (PG&E),Shasta,9.9,1,WAT,8/1/1921 0:00,0.0,-121.5444855,40.9293406,-1.26,0.67,0.0,43,0.0
2632,H0323,Bidwell Ditch,0,Hydrodynamics,Shasta,2.0,UNIT 1,WAT,1/1/1987 0:00,0.0,-121.4480349,40.80137258,-1.86,2.11,0.0,35,0.0
2633,H0483,Slate Creek,0,Central Rivers Power,Shasta,4.2,GEN1,WAT,5/1/1990 0:00,0.0,-122.4561869,40.97685375,1.1,3.09,0.0,100,0.0
2634,H0250,James B Black,0,Pacific Gas & Electric (PG&E),Shasta,172.0,"Unit 501, Unit 502",WAT,12/17/1965 0:00,0.0,-121.9751571,40.9922649,-1.77,2.59,0.0,42,0.0
2635,H0391,Pit #5,0,Pacific Gas & Electric (PG&E),Shasta,160.0,"Unit 517, Unit 518, Unit 519, Unit 521",WAT,4/29/1944 0:00,0.0,-121.9775805,40.98623385,-1.77,2.59,0.0,42,0.0
2636,H0349,Nelson Creek,0,Nelson Creek Power Inc,Shasta,1.1,1,WAT,12/20/1988 0:00,0.0,-121.8697395,40.99239042,-0.08,2.4,0.0,39,0.0
2637,H0389,Pit #3,0,Pacific Gas & Electric (PG&E),Shasta,69.0,"Unit 512, Unit 513, Unit 514",WAT,7/15/1925 0:00,0.0,-121.7478542,40.99749167,-2.94,1.66,0.0,38,0.0
2638,H0390,Pit #4,0,Pacific Gas & Electric (PG&E),Shasta,95.0,"Unit 515, Unit 516",WAT,10/1/1955 0:00,0.0,-121.849284,40.98630736,-0.46,2.29,0.0,37,0.0
2639,H0222,Hat Creek #2,0,Pacific Gas & Electric (PG&E),Shasta,9.9,1,WAT,9/1/1921 0:00,0.0,-121.5486799,40.96062732,-0.94,0.41,0.0,49,0.0
2640,H0388,Pit #1,0,Pacific Gas & Electric (PG&E),Shasta,63.0,"Unit 509, Unit 511",WAT,9/30/1922 0:00,0.0,-121.4982216,40.99081194,-1.58,0.27,0.0,58,0.0
2641,S0300,Fall River Mills Project A & B,0,REV Renewables,Shasta,3.0,"W3985, W3986",SUN,3/5/2014 0:00,0.0,-121.4242137,41.03198087,-1.38,0.13,0.0,67,0.1718838
2642,S9300,Ignite Solar LLC_(Achomawi),0,Not Available,Shasta,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-121.4294105,41.05619072,-1.45,0.18,0.0,73,0.07028775000000001
2643,S9301,Ignite Solar LLC_(Ahjumawi),0,Not Available,Shasta,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-121.4294105,41.05619072,-1.45,0.18,0.0,73,0.07028775000000001
2644,H0311,Muck Valley Hydroelectric,0,Malacha Hydro Ltd Partnership,Lassen,29.9,GEN1,WAT,12/1/1988 0:00,0.0,-121.2560212,40.97647429,-1.67,0.99,0.0,58,0.0
2645,H0284,Box Canyon,0,Siskiyou County,Siskiyou,10.0,"48-1, 48-2",WAT,6/8/1986 0:00,0.0,-122.3287609,41.2803645,0.45,0.89,0.0,60,0.0
2648,H0111,Copco 1,0,PacifiCorp,Siskiyou,20.0,"1, 2",WAT,1/1/1918 0:00,0.0,-122.3353368,41.97891129,1.01,0.6,0.0,92,0.0
2649,H0112,Copco 2,0,PacifiCorp,Siskiyou,27.0,"1, 2",WAT,7/1/1925 0:00,0.0,-122.3580679,41.97569863,1.49,0.43,0.0,86,0.0
2650,H0177,Fall Creek,0,PacifiCorp,Siskiyou,2.2,"1, 2, 3",WAT,9/1/1903 0:00,0.0,-122.3603873,41.98558731,0.94,0.36,0.0,85,0.0
2651,H0245,Iron Gate,0,PacifiCorp,Siskiyou,18.0,1,WAT,2/1/1962 0:00,0.0,-122.4368213,41.93297453,1.68,0.0,0.0,75,0.0
2652,W0470,"Voyager Wind I, LLC                ",0,Terra-Gen Operating Company,Kern,131.1,WPRS 1,WND,1/1/2020 0:00,0.0,-118.2722494,35.05140452,2.33,11.62,0.0,40,131.1
2653,W0474,Mann Packing      ,0,Foundation Windpower,Monterey,1.79,WPRS 1,WND,9/11/2020 0:00,0.0,-121.4535658,36.50396325,8.35,2.05,0.0,14,1.79
2654,W0475,CDCR SVSP          ,0,Foundation Windpower,Monterey,1.79,WPRS 1,WND,9/11/2020 0:00,0.0,-121.3706891,36.47421193,8.29,0.89,0.0,13,0.17271740500000002
2655,W0476,CDCR CTF          ,0,Foundation Windpower,Monterey,1.79,WPRS 1,WND,9/1/2018 0:00,0.0,-121.3500882,36.45922807,8.35,0.89,0.0,14,0.17271740500000002
2658,H0627,White Rock/South Fork Powerhouse,0,Sacramento Municipal Utility District (SMUD),El Dorado,2.68,H3,WAT,12/4/2020 0:00,0.0,-121.2292019,38.6326719,3.85,1.54,0.0,0,0.0
2659,S0657,North Rosamond Solar,0,Deriva Energy,Kern,150.0,Unit 1,SUN,4/26/2019 0:00,0.0,-118.1324898,34.94358404,4.0,2.06,0.0,40,16.11
2660,S0672,CREST Contracts,0,Not Available,Los Angeles,6.5,Unit 1,SUN,8/10/2016 0:00,0.0,-123.8262393,40.11864799,4.38,1.15,0.0,100,0.0
2661,S0673,Rector Solar,0,Not Available,Tulare,14.0,Unit 1,SUN,11/22/2016 0:00,0.0,-122.3514547,38.440937,2.98,2.15,0.0,89,0.27408920000000003
2662,S0674,CREST Contracts,0,Not Available,Los Angeles,4.0,Unit 1,SUN,3/16/2016 0:00,0.0,-118.2593928,34.04929815,9.32,4.12,0.0,0,0.73728
2663,S0675,Springville Solar,0,Not Available,Tulare,14.0,Unit 1,SUN,11/22/2016 0:00,0.0,-118.8202345,36.12864496,5.4,0.72,0.0,98,0.05051200000000005
2664,S0676,Victor Solar,0,Not Available,San Bernardino,24.5,Unit 1,SUN,6/2/2017 0:00,0.0,-117.230656,34.08650608,7.33,0.45,0.0,73,1.20611295
2665,S0726,Redwood Coast Airport Microgrid,0,Redwood Coast Energy Authority,Humboldt,2.31,Unit 1,SUN,12/22/2021 0:00,0.0,-124.1062701,40.97195795,6.05,1.54,0.58,100,0.0
2666,W0483,Energia Sierra Juarez Wind Project Expansion (Mexico),0,Energia Sierra Juarez S de RL de CV,Tecate,108.0,ESJ_2,WND,12/21/2021 0:00,0.0,-116.1068633,32.5906822,3.86,14.51,0.0,79,108.0
2667,W9999,CAISO In-State Wind Generation,0,Not Available,ALL,5664.0,CAISO Wind,WND,9/15/2017 0:00,0.0,-120.2475772,36.84626998,4.15,1.54,0.0,100,0.8948046800000001
2669,S0400,USMC Maintenance Officer,0,United States Marine Corps,San Diego,1.53,1,SUN,8/8/2012 0:00,0.0,-117.196758,32.74869181,11.82,9.26,0.0,40,0.17150076000000003
2670,S0401,San Diego City Regional Airport Authority,0,San Diego City of,San Diego,1.6,1,SUN,2/5/2015 0:00,0.0,-117.2075018,32.73135081,11.95,9.26,0.0,40,0.17947200000000002
2674,S0720,San Diego Airport Solar,0,San Diego County Regional Airport Authority,San Diego,5.5,Unit 1,SUN,3/1/2017 0:00,0.0,-117.2021837,32.73174712,11.93,9.26,0.0,40,0.616869
2692,S0378,San Diego - Alta Rd. EMDF Canopy,0,EDP Renewables North America LLC,San Diego,1.0,1,SUN,12/2/2011 0:00,0.0,-116.9199393,32.5900427,10.39,8.23,0.0,40,0.111234
2693,S0399,Southwestern Community College,0,Southwestern Community College,San Diego,1.13,1,SUN,10/24/2014 0:00,0.0,-116.9954737,32.64174429,10.79,8.23,0.0,40,0.12596561999999997
2697,S9287,LanWest Solar Farm LLC,0,Not Available,San Diego,3.5,Unit 1,SUN,2/28/2014 0:00,0.0,-116.2704915,32.66567943,3.66,13.64,0.0,68,0.20009919999999998
2698,W0359,Kumeyaay Wind Farm,0,Terra-Gen Operating Company,San Diego,50.0,WPRS 1,WND,12/21/2005 0:00,0.0,-116.3452375,32.73237086,0.86,13.09,0.0,78,50.0
2699,W0390,Golden Acorn Casino,0,See WPRS for details,San Diego,1.0,WPRS 1,WND,4/21/2011 0:00,0.0,-116.3513562,32.70140732,1.98,13.19,0.0,78,1.0
2700,S0594,Jacumba Solar Farm,0,Not Available,San Diego,20.0,Unit 1,SUN,7/25/2017 0:00,0.0,-116.1278726,32.62333655,4.41,14.45,0.0,69,1.1123420000000002
2701,W0460,"Energia Sierra Juarez, S. de R.L. de C.V. (Baja Mexico Wind)",0,Energia Sierra Juarez S de RL de CV,Tecate,155.1,ESJ_1,WND,3/27/2015 0:00,0.0,-116.0649991,32.57465126,1.4,14.28,0.0,90,155.1
2702,S0258,Campo Verde Solar Project,0,Campo Verde Solar LLC,Imperial,197.0,CVS1,SUN,10/25/2013 0:00,0.0,-115.7288429,32.74735707,13.98,8.75,0.0,20,29.783248000000004
2705,H0146,Double Weir (<1MW),0,Imperial Irrigation District,Imperial,0.56,"UNIT 1, UNIT 2",WAT,6/1/1960 0:00,0.0,-115.49543,32.701211,13.6,5.14,0.0,0,0.0
2706,S0291,Centinela Solar Energy,0,LS Power,Imperial,172.6,"Unit 1, Unit 2",SUN,10/1/2013 0:00,0.0,-115.6471963,32.68615372,13.52,8.75,0.0,20,26.030841600000002
2707,S0298,Heber Solar Facility,0,AxInfra US LP,Imperial,10.0,Unit 1,SUN,4/23/2014 0:00,0.0,-115.5405687,32.71413847,13.44,8.75,0.0,0,1.8844
2708,S0440,Imperial Solar Energy Center West,0,Tenaska Inc.,Imperial,148.7,Unit 1,SUN,4/12/2016 0:00,0.0,-115.6575682,32.6657934,13.56,8.75,0.0,20,22.4310976
2709,S0655,Mount Signal Solar Farm V (IVS 3 LLC),0,"Imperial Valley Solar 3, LLC",Imperial,252.29,Unit 1,SUN,10/11/2018 0:00,0.0,-115.5954401,32.67651751,13.27,8.75,0.0,0,47.498638299999996
2710,S0687,Wistaria Ranch Solar,0,RWE Clean Energy,Imperial,100.0,Unit 1,SUN,11/19/2018 0:00,0.0,-115.6170636,32.67498596,13.44,8.75,0.0,20,15.075200000000002
2711,S0696,Imperial Valley Solar 2,0,MN8 Energy,Imperial,150.0,Unit 1,SUN,10/1/2019 0:00,0.0,-115.6291568,32.66830454,13.5,8.75,0.0,20,22.62
2712,S9174,Silver Ridge Mount Signal (Imperial Valley Solar 1),0,Not Available,Imperial,200.0,Unit 1,SUN,10/1/2013 0:00,0.0,-115.6445389,32.67546748,13.53,8.75,0.0,20,30.164800000000003
2715,H0152,Drop 5,0,Imperial Irrigation District,Imperial,4.0,"UNIT 1, UNIT 2",WAT,3/1/1982 0:00,0.0,-115.3920124,32.67309841,13.7,6.17,0.0,0,0.0
2716,H0150,Drop 3,0,Imperial Irrigation District,Imperial,9.8,"UNIT 1, UNIT 2",WAT,2/20/1941 0:00,0.0,-115.126056,32.7053911,12.9,6.17,0.0,0,0.0
2717,H0151,Drop 4,0,Imperial Irrigation District,Imperial,19.6,"UNIT 1, UNIT 2",WAT,8/9/1950 0:00,0.0,-115.2190973,32.70529685,12.95,6.17,0.0,0,0.0
2718,H0160,East Highline,0,Imperial Irrigation District,Imperial,2.42,UNIT 1,WAT,9/12/1984 0:00,0.0,-115.282635,32.699573,13.05,6.17,0.0,0,0.0
2719,H0147,Drop 1,0,Imperial Irrigation District,Imperial,5.85,"UNIT 1, UNIT 2, UNIT 3",WAT,11/16/1984 0:00,0.0,-114.9427319,32.71158816,12.81,11.32,0.0,0,0.0
2720,H0149,Drop 2,0,Imperial Irrigation District,Imperial,10.0,"UNIT 1, UNIT 2",WAT,12/5/1953 0:00,0.0,-115.0310125,32.70539049,12.85,11.9,0.0,0,0.0
2721,H0385,Pilot Knob,0,Imperial Irrigation District,Imperial,33.0,"UNIT 1, UNIT 2",WAT,1/31/1957 0:00,0.0,-114.7139055,32.73664701,12.36,7.2,0.0,0,0.0
2726,S0129,UCSD Solar PV System,0,University of California San Diego,San Diego,1.2,Unit 1,SUN,6/1/2008 0:00,0.0,-117.2391531,32.87420842,10.88,8.75,0.0,75,0.055764
2737,H0612,Rancho Penasquitos,0,San Diego County Water Authority,San Diego,4.65,RPHES-GEN,WAT,1/23/2007 0:00,0.0,-117.113711,32.93699387,10.22,8.75,0.0,75,0.0
2750,S9288,Descanso Solar - CRE,0,Not Available,San Diego,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-116.6003909,32.85734189,2.91,2.24,0.0,100,0.0
2751,W0467,Tule Wind,0,See WPRS for details,San Diego,131.0,WPRS 1,WND,1/5/2018 0:00,0.0,-116.3016207,32.76219724,1.57,12.89,0.0,72,131.0
2752,W0409,Ocotillo Express LLC,0,Pettern Energy (Ocotillo LLC),Imperial,265.44,WPRS 1,WND,12/28/2012 0:00,0.0,-116.0493742,32.75979112,12.49,11.6,0.0,4,265.44
2753,S0255,Imperial Solar Energy Center South,0,Tenaska Inc.,Imperial,128.9,56819,SUN,11/1/2013 0:00,0.0,-115.6929432,32.7506762,13.97,8.75,0.0,20,19.4865864
2754,S0677,SEPV EAST,0,Not Available,Imperial,3.0,Unit 1,SUN,1/1/2018 0:00,0.0,-115.7725631,32.79347756,13.98,8.75,0.0,20,0.4535520000000001
2755,S0678,SPEV WEST,0,Not Available,Imperial,2.0,Unit 1,SUN,1/1/2018 0:00,0.0,-115.7814366,32.79345029,13.95,8.75,0.0,20,0.30232000000000003
2756,H0531,Turnip,0,Imperial Irrigation District,Imperial,0.42,1,WAT,10/1/1964 0:00,0.0,-115.6294552,32.88933973,12.99,8.75,0.0,0,0.0
2757,S0461,ECPV Solar,0,Sol Orchard Imperial 1 LLC,Imperial,20.0,Unit 1,SUN,10/1/2013 0:00,0.0,-115.546429,32.8017992,13.28,8.75,0.0,0,3.7656
2767,H0471,Senator Wash (Pumping-Generating),0,United States Bureau of Reclamation,Imperial,7.83,Unit 1,WAT,10/1/1977 0:00,0.0,-114.4802157,32.90281643,13.18,1.54,0.0,0,0.0
2775,H0613,Lake Hodges Station (Olivenhain Pumped Storage),0,San Diego County Water Authority,San Diego,40.0,"Unit 1, Unit 2",WAT,7/15/2011 0:00,0.0,-117.1187984,33.0578864,10.15,5.14,0.0,75,0.0
2776,S9003,Hewlett Packard,0,Not Available,San Diego,1.0,1,SUN,1/1/2012 0:00,0.0,-117.0881591,33.01089571,9.51,6.17,0.0,75,0.0461275
2780,S0305,Ramona 1 & 2,0,Sol Orchard,San Diego,7.0,"Unit 1, Unit 2",SUN,12/1/2013 0:00,0.0,-116.8717182,33.01195744,7.53,5.14,0.0,75,0.31942750000000003
2781,S0634,Ramona Solar Energy Facility,0,San Diego Gas & Electric,San Diego,4.9,Unit 1,SUN,5/1/2017 0:00,0.0,-116.86038,33.01976812,7.45,5.14,0.0,75,0.22350125
2782,S0715,Titan Solar I,0,Longroad Energy,Imperial,70.0,Unit 1,SUN,12/21/2020 0:00,0.0,-116.3566192,33.1350259,10.31,4.63,0.0,100,0.0
2783,S0408,Seville Solar One,0,Deriva Energy,San Diego,20.0,Unit 1,SUN,12/30/2015 0:00,0.0,-116.0030001,33.11610312,13.18,3.13,0.0,10,3.38724
2784,S0409,Seville Solar Two,0,Deriva Energy,San Diego,30.0,Unit 1,SUN,12/24/2015 0:00,0.0,-116.0035454,33.10903652,13.21,3.13,0.0,10,5.08167
2785,S0679,Valencia I,0,Not Available,Imperial,3.0,Unit 1,SUN,1/1/2018 0:00,0.0,-115.6274645,33.04379635,13.61,3.66,0.0,1,0.5601717
2788,S0296,NRG Solar Community I LLC (SDSU Solar),0,NRG Solar Community I LLC,Imperial,5.72,1,SUN,6/13/2014 0:00,0.0,-115.4820128,32.9835429,13.16,5.14,0.0,0,1.0762752
